"id","num_amino_acids_in_sample","num_alpha_amino_acids_in_sample","numberofAA","num_aaa"
"P38789",18,2,453,100
"P47122",14,0,385,167
"P35178",40,31,278,176
"D6VTK4",14,0,431,220
"P38992",20,10,349,231
"P56628",22,6,122,25
"P39704",26,12,215,67
"Q12267",13,13,1418,855
"Q04383",15,0,521,59
"P12686",20,15,339,209
"Q03361",17,2,876,194
"P43601",9,0,500,1
"P32799",10,0,129,66
"P38821",15,0,490,137
"P20095",12,11,876,328
"P38071",39,8,380,125
"Q12434",21,6,202,30
"Q96VH4",27,13,193,77
"P20435",19,0,155,30
"Q04432",33,12,237,88
"P10664",16,0,362,100
"P49626",16,0,362,99
"P22696",10,0,170,47
"P24521",33,22,451,175
"P05749",50,7,121,26
"P25340",11,0,473,280
"Q03124",8,8,581,290
"P25515",33,26,160,134
"Q03954",19,17,165,106
"P40151",14,2,587,233
"P04037",20,4,155,22
"Q06508",16,6,300,104
"Q12362",22,0,591,118
"P05737",9,9,244,128
"P22579",10,10,1536,472
"P53081",38,1,288,97
"P32897",26,0,222,123
"P39936",35,0,914,244
"P41318",14,0,303,NA
"P38970",10,0,855,142
"P26784",47,13,199,93
"P53121",21,16,802,346
"P43563",23,0,287,117
"P45978",13,0,349,13
"P25342",28,8,322,128
"P33311",9,8,773,430
"P39685",10,0,1337,109
"O94742",12,0,89,18
"P10356",21,0,443,173
"P52870",10,0,82,25
"P50947",26,7,330,101
"P40210",13,0,489,138
"P50623",7,5,157,59
"P32767",19,12,1081,768
"Q06639",30,16,885,463
"P53378",16,10,473,194
"P53335",15,5,271,64
"P41920",23,0,201,19
"Q08581",20,0,821,461
"Q04969",28,18,178,85
"Q08179",17,7,573,252
"P46988",12,10,109,96
"P04161",9,9,214,91
"P38244",15,0,976,369
"P06367",7,0,137,29
"P53337",12,3,310,224
"P32908",14,11,1225,825
"P38129",38,0,798,146
"P47170",19,8,1584,304
"Q3E834",42,24,85,59
"Q07657",12,0,551,151
"P40054",45,19,469,167
"P17629",19,19,752,411
"Q05942",26,19,220,80
"P20795",40,24,691,300
"P48570",12,6,428,178
"P48445",22,4,690,198
"P38122",17,16,312,123
"Q12242",18,14,671,254
"P06174",11,10,275,115
"Q05050",16,0,843,445
"Q12748",17,13,733,470
"P38749",14,11,330,107
"Q02199",49,43,472,168
"P32492",18,10,1471,855
"P32477",22,2,678,265
"P32831",13,6,672,110
"P36108",9,2,232,153
"Q06505",12,7,410,116
"P19358",34,11,384,116
"P28789",32,11,327,113
"P38131",10,8,464,176
"P53270",9,0,476,65
"P32447",9,0,279,11
"P34163",10,10,548,191
"P40579",20,7,254,133
"P32566",39,0,505,97
"P33313",12,12,385,197
"P53012",15,11,380,268
"Q12305",15,9,139,47
"P25374",17,12,497,210
"Q06169",11,5,523,213
"P49334",54,34,152,73
"P32458",19,8,415,164
"P32842",18,17,164,131
"Q12329",23,9,375,22
"P53088",14,0,359,149
"P36168",9,1,1195,538
"P17898",13,12,393,285
"P53507",13,4,60,36
"P53171",8,2,287,126
"P14922",26,0,966,135
"P40517",10,0,327,14
"P38169",54,12,460,192
"P39002",10,0,694,250
"P32591",19,14,825,248
"P11633",13,8,99,55
"Q12033",10,0,661,488
"Q03305",22,12,412,155
"Q12455",23,4,300,95
"P38523",19,8,228,102
"Q03661",17,0,1658,105
"Q06506",11,7,573,56
"P25555",12,10,427,80
"Q12387",14,12,796,583
"P38803",16,0,334,178
"P28625",29,0,365,118
"P39101",14,14,391,258
"P37370",23,0,817,13
"P32835",13,0,219,68
"P47035",15,0,1189,24
"P48606",13,10,106,90
"P22276",19,19,1149,354
"Q3E7Y3",9,1,130,43
"P53295",33,4,368,121
"Q08723",94,23,338,50
"P38237",18,15,781,207
"P25626",21,0,169,25
"P36069",15,3,295,100
"P25037",32,0,809,167
"Q07953",7,0,250,96
"P38792",34,3,359,72
"P25654",7,0,182,7
"Q08686",20,7,304,103
"Q08726",14,1,347,181
"Q12099",21,7,399,163
"P32570",10,10,121,81
"P01120",33,0,322,64
"Q05931",27,0,657,258
"P38833",15,6,243,30
"P11491",19,8,566,217
"P19073",28,11,191,72
"P36006",18,0,1272,416
"P18899",145,0,430,33
"Q03063",33,0,452,29
"Q12191",30,0,341,59
"P38827",8,2,1080,276
"P53946",9,6,755,378
"P32623",11,0,467,13
"P43554",10,9,623,155
"P48837",12,12,541,177
"P53073",10,10,190,98
"P40353",37,18,525,191
"P47045",30,9,478,167
"P38281",63,15,316,109
"P16547",14,7,393,273
"P32453",11,1,318,108
"Q03834",9,7,1242,443
"P26755",33,4,122,17
"Q08962",19,6,181,45
"Q06680",14,8,1035,604
"Q07688",13,12,167,113
"P40059",14,3,670,52
"P34248",28,16,587,336
"P53954",13,9,548,272
"P47135",29,12,1091,303
"P47031",9,9,731,442
"P40086",14,13,486,308
"Q12676",20,8,427,174
"Q03525",14,0,211,37
"P40348",25,18,353,191
"P26754",48,13,273,59
"P25808",26,5,606,282
"P53164",32,11,384,96
"P43619",7,7,295,119
"Q03799",14,0,155,45
"P40318",12,6,1319,677
"Q12060",11,11,488,191
"Q08199",16,10,421,209
"P46678",11,7,594,157
"Q08960",14,0,810,213
"P41813",9,0,862,93
"P21306",13,0,62,27
"Q12690",29,5,199,87
"P49166",17,4,88,12
"P51402",9,0,88,16
"P53094",7,0,1487,215
"P07866",15,11,1435,549
"Q03630",16,9,159,51
"P40007",12,0,231,57
"P22023",24,6,1365,484
"Q12496",50,37,1037,500
"P19146",39,8,181,62
"P38616",12,3,354,88
"P46992",27,0,396,12
"P47095",25,10,244,87
"P11076",53,14,181,62
"P23642",11,10,535,182
"Q03219",30,15,274,109
"Q3E793",24,12,110,40
"P38624",11,0,215,68
"Q12034",18,13,447,100
"P43561",9,0,622,85
"P32657",10,10,1468,505
"Q05933",30,16,178,89
"P40850",15,5,830,386
"P34240",9,4,503,205
"P47165",45,8,209,77
"Q12010",10,1,308,194
"Q12063",10,0,375,130
"P40989",33,17,1895,1079
"Q02875",15,0,849,82
"P36103",20,11,277,95
"P39706",13,0,426,7
"P36041",13,0,632,14
"Q12156",11,11,149,51
"P32335",14,14,436,160
"P53218",10,10,158,53
"P40070",11,7,187,20
"P22082",10,6,1703,598
"P38759",25,12,282,30
"Q05031",13,12,458,236
"P47017",7,0,172,34
"P32843",49,38,850,395
"Q12207",33,29,173,121
"P24000",12,0,155,57
"P04449",12,0,155,59
"Q12122",20,7,440,186
"Q92317",14,6,146,86
"P47103",20,0,393,157
"P25361",12,5,127,53
"P53123",7,3,320,113
"Q04739",17,0,417,14
"P40005",21,11,111,76
"P40516",13,11,257,83
"P40454",20,10,393,191
"P23595",18,7,377,104
"P80967",15,5,50,38
"P53847",20,13,754,443
"P53900",30,6,129,87
"Q04632",19,10,607,279
"Q12016",11,0,184,107
"Q06107",14,8,315,241
"P38806",22,3,282,85
"Q3E7X9",11,0,67,15
"P32353",32,25,365,253
"P38307",17,11,211,146
"Q99385",17,0,411,311
"P35183",12,3,429,136
"Q06632",21,13,1357,88
"P52891",41,37,726,482
"P42938",8,8,290,131
"P11433",22,17,854,320
"P16622",45,13,393,172
"Q04322",22,17,720,348
"P32349",16,10,654,333
"Q01217",33,20,863,290
"P38193",15,13,441,107
"P03872",45,32,296,116
"Q00362",15,0,526,20
"P53250",15,0,332,105
"P40056",16,5,285,109
"P33331",55,27,125,32
"P25365",7,0,1065,98
"P40317",9,9,901,354
"Q07395",8,8,620,417
"P28273",54,28,1286,420
"P34162",11,0,210,64
"P32604",12,0,452,180
"P33307",102,77,960,710
"P19956",11,9,98,40
"P06780",71,30,209,70
"P06781",11,1,192,63
"Q05874",61,33,261,93
"P46970",38,34,1048,760
"P49017",26,24,307,126
"P06102",35,6,836,234
"Q07915",10,7,199,79
"P40037",80,26,129,35
"P35179",10,10,80,55
"Q07979",15,10,502,193
"P36534",12,3,297,67
"P25386",27,24,1790,1414
"P32523",10,10,503,94
"Q03429",18,16,123,53
"P53834",12,0,153,40
"P53829",12,12,373,208
"P34243",12,4,683,274
"P53070",15,10,669,272
"P23292",17,10,546,108
"P39526",12,12,2014,1342
"P40481",12,0,377,133
"P38067",25,4,497,202
"P40518",43,28,154,96
"P12385",122,58,437,157
"Q12427",14,12,513,77
"P43597",14,0,1233,147
"P06700",13,7,562,184
"P38929",14,10,1173,544
"Q02767",13,5,242,151
"P22517",11,1,447,198
"P40582",30,25,234,134
"P07143",16,5,309,99
"Q06177",9,2,86,2
"P35197",30,1,352,120
"P22855",10,0,1083,293
"P50089",9,9,785,138
"P18852",17,8,110,44
"P35203",15,3,478,171
"P47076",24,19,161,84
"P23291",22,0,538,107
"P43596",24,7,787,281
"P36037",40,27,715,232
"P38348",36,26,480,330
"P48360",9,3,493,170
"P53317",13,0,196,36
"P50102",10,0,471,139
"P40856",15,9,1058,354
"P53079",36,22,417,275
"P16451",26,7,410,96
"P46676",24,0,1062,212
"P41896",8,6,400,80
"P38845",37,0,465,1
"P48524",11,4,976,142
"P32784",42,24,759,328
"P53877",23,0,555,56
"Q01159",14,0,459,121
"P32316",29,11,526,184
"P33775",68,12,817,367
"P32386",68,16,1661,952
"Q12406",21,9,477,198
"Q05543",23,18,409,186
"Q01080",15,10,415,166
"P40540",13,4,141,71
"P41921",55,13,483,156
"P12868",31,6,1029,412
"Q99257",47,20,599,192
"P38688",37,26,640,392
"P38225",52,20,669,246
"Q12100",15,0,620,124
"P25360",27,8,923,543
"P21373",11,8,530,94
"Q06708",21,19,880,515
"Q12071",18,18,889,505
"P53114",8,8,1132,676
"P33296",35,4,250,72
"Q04458",14,14,532,235
"P06244",13,5,397,131
"P38758",22,11,523,122
"Q12028",10,6,832,453
"P41819",21,8,318,123
"P33332",11,11,1336,623
"Q04493",35,11,163,99
"Q04781",23,20,1562,1025
"P28000",40,7,142,40
"Q12283",17,5,360,168
"P53965",11,11,281,105
"P53154",28,1,560,399
"Q12341",7,3,374,169
"P17106",16,16,351,99
"P47124",10,1,396,163
"P32342",27,12,167,43
"Q06350",15,15,511,151
"Q04472",15,15,501,319
"P39940",10,6,809,209
"Q02455",54,24,1875,1480
"Q12043",37,26,749,306
"P07703",12,0,335,76
"P32496",35,30,274,179
"P33753",18,0,639,164
"P38798",7,7,1089,614
"P32559",13,8,526,241
"P32644",17,6,1121,279
"Q3E798",12,12,87,48
"P08004",14,13,1131,401
"Q03177",15,0,834,48
"Q08773",9,9,1120,482
"P32862",12,5,1170,346
"Q12429",18,9,685,200
"P31380",13,2,1131,402
"P38085",13,8,619,382
"P40208",11,11,455,189
"P53293",7,4,376,259
"P40557",10,3,701,264
"P47064",13,11,194,64
"P38198",7,7,1513,786
"P53734",12,12,629,202
"Q05934",23,16,901,397
"Q08484",11,3,637,244
"P38988",71,64,300,239
"Q05580",23,17,639,180
"P53941",8,2,290,85
"P38206",11,11,574,455
"P38272",9,9,425,214
"P21182",40,13,396,76
"Q12415",30,2,435,82
"Q02948",7,7,557,245
"P21243",44,13,252,95
"P38712",12,9,501,186
"P27515",8,4,501,185
"Q06218",47,34,594,229
"Q03496",9,3,1420,1003
"Q08299",14,12,606,477
"Q01852",52,14,431,242
"P53192",25,17,235,165
"P52488",18,17,636,221
"Q04177",40,10,643,117
"P32642",23,8,244,97
"P54784",15,4,914,317
"P53875",21,6,158,52
"P25631",35,23,222,111
"P53173",38,35,138,114
"Q12355",15,0,444,17
"P32500",46,33,655,373
"Q02206",11,1,625,229
"P50087",20,17,233,149
"P53333",25,22,577,337
"Q12166",33,16,604,239
"P53040",39,5,516,278
"P53909",21,8,347,193
"Q03503",8,0,176,50
"P47037",21,16,1230,852
"Q01574",10,0,713,229
"P49367",76,19,693,227
"P53172",61,28,527,123
"Q04264",31,24,1277,822
"P38314",71,36,527,124
"P34227",11,0,261,76
"P53326",25,18,701,177
"P53874",15,6,792,109
"P50086",21,8,228,120
"Q12055",9,1,197,88
"Q08732",11,0,759,112
"P36523",21,15,253,119
"P0C2H8",9,3,113,36
"P53617",12,12,575,151
"P46673",23,7,744,455
"Q00402",9,0,2748,1446
"P10662",14,5,321,127
"P38910",57,0,106,3
"P39525",40,9,442,144
"P34226",9,7,696,257
"Q03104",28,20,513,325
"Q03362",39,31,224,133
"P53045",51,34,309,218
"P21375",14,10,501,178
"Q04869",52,18,349,132
"P33399",23,1,275,95
"P39726",37,10,170,28
"P24276",115,46,1250,228
"P38181",12,0,1502,627
"P25576",24,14,258,116
"P38121",7,7,705,153
"Q02932",33,27,1032,771
"P47110",18,10,350,33
"P53076",15,12,958,277
"P23180",24,10,465,111
"Q06511",11,11,250,103
"Q06217",30,0,110,25
"P33767",34,16,430,78
"P19812",49,29,1950,898
"P36051",19,5,919,590
"P38996",27,7,802,84
"P40015",27,0,477,183
"P09457",51,35,212,107
"Q08816",7,7,343,125
"Q05881",15,15,355,254
"Q06631",27,17,534,169
"Q12386",30,14,881,286
"P38151",14,0,413,114
"P00546",14,5,298,105
"P52553",37,18,114,82
"P38630",8,8,861,312
"P53929",15,2,270,89
"Q01722",7,5,534,111
"P17157",30,20,305,113
"P21827",45,1,482,16
"P53878",71,36,407,192
"P40580",36,12,263,130
"P53196",13,0,417,5
"Q04080",23,9,534,202
"P34241",16,16,1764,1095
"P22141",27,8,198,68
"P53011",14,0,349,9
"Q04119",22,6,674,195
"P40857",55,42,217,167
"P54860",64,58,961,672
"P47130",11,6,423,269
"P32502",61,28,381,180
"P32259",42,24,974,249
"Q06252",93,16,201,29
"Q06682",26,8,500,134
"P39945",15,0,430,114
"Q08689",27,12,176,46
"Q99312",31,11,450,187
"P47089",27,17,198,98
"Q12502",11,0,818,42
"Q06485",25,0,197,97
"P33297",44,24,434,193
"P42838",11,2,414,104
"P38182",18,9,117,37
"P38248",41,3,429,19
"P14120",72,31,105,47
"Q01477",17,0,912,157
"P04650",11,1,51,15
"Q02457",20,14,562,247
"Q03516",27,7,953,518
"P47019",25,0,175,40
"P17536",83,77,199,171
"P53115",18,15,1489,582
"P36090",11,11,516,184
"P12962",45,0,161,25
"P35189",50,8,244,43
"P15179",11,0,658,201
"P25339",54,14,888,282
"Q02642",73,27,157,47
"P33411",11,11,251,121
"P05755",16,0,195,86
"P48836",26,24,114,91
"P32356",77,26,751,312
"P21801",11,0,266,94
"P38913",13,1,306,122
"P52917",11,4,437,233
"P20485",21,10,582,191
"P38604",10,5,731,382
"P40533",41,18,473,150
"P10869",60,23,527,223
"P39929",15,0,240,119
"P32590",36,26,693,269
"P36048",19,2,1008,309
"P34253",11,2,313,144
"Q02884",15,3,456,82
"Q06205",30,4,392,10
"P53273",7,4,1036,527
"P40368",39,0,713,245
"P39966",44,15,464,121
"P29547",102,69,415,184
"P38886",63,24,268,90
"P38837",33,32,291,192
"P38829",19,10,231,80
"Q12270",17,7,262,163
"P42842",24,8,904,560
"Q06338",38,19,283,83
"P20459",56,18,304,130
"Q05785",22,19,613,188
"P32832",11,0,435,97
"P40347",13,1,161,67
"P46971",32,1,762,358
"Q12451",8,6,1283,430
"P25605",82,29,309,76
"Q08237",19,0,289,77
"P53185",15,11,909,399
"Q12297",8,8,353,114
"P40064",51,27,1391,585
"P43585",27,25,828,330
"P38732",33,13,585,279
"Q12532",11,9,1038,333
"P53131",81,30,767,333
"P40362",18,0,594,39
"P09959",12,9,803,366
"Q08220",47,40,491,201
"Q12250",111,88,445,324
"P43621",34,0,546,75
"P32485",25,13,435,158
"Q07451",22,18,203,134
"Q12306",40,10,101,18
"P28007",29,0,205,4
"P53379",20,5,596,57
"Q12271",57,10,1107,265
"Q08961",9,3,583,263
"P38903",31,18,757,328
"P32634",31,0,1753,218
"P46948",28,17,246,74
"Q12008",8,0,311,110
"P35688",13,11,1017,371
"P38736",10,9,223,185
"P32329",33,11,569,36
"Q07551",111,35,312,120
"P47018",58,23,478,101
"P39926",10,10,295,224
"Q02785",39,8,1511,797
"P48362",27,10,394,230
"P20448",26,12,770,267
"Q12009",23,0,286,77
"P48365",8,4,746,338
"P38080",86,25,1108,158
"P53233",8,8,369,157
"P29366",18,5,551,100
"Q05778",52,21,276,70
"P46985",36,23,422,132
"P18900",23,18,473,260
"P33334",36,26,2413,978
"P23059",23,0,88,23
"P38149",37,7,878,188
"P50946",28,9,238,71
"P27466",10,10,446,168
"P53228",11,10,333,191
"Q12453",39,34,761,322
"P19454",54,16,339,140
"Q04958",30,5,1679,435
"Q12255",36,26,253,137
"P53075",26,25,577,355
"P32855",75,49,1065,685
"P14906",60,22,663,286
"P08964",18,11,1928,1255
"Q12402",8,8,180,150
"Q02979",34,17,1223,448
"P04821",27,22,1589,575
"P04819",22,10,755,252
"P41734",7,7,238,119
"Q05021",11,8,590,90
"P25623",47,15,870,155
"P40986",37,6,491,170
"P08466",22,0,329,60
"P53155",27,14,381,105
"P20107",17,11,442,215
"P40350",13,13,334,134
"Q03330",10,10,439,171
"P49956",12,1,741,302
"Q02931",93,1,896,34
"P39969",11,9,1040,72
"Q03648",23,9,457,211
"P08539",7,7,472,220
"P40363",39,17,299,105
"Q06245",11,11,871,577
"P40099",49,25,211,65
"P30771",17,2,971,287
"P18414",19,19,219,164
"P36040",83,36,267,54
"P35728",15,6,441,82
"P32629",18,6,500,149
"P40339",17,13,323,187
"P53066",37,14,181,90
"Q03337",34,24,283,94
"P47108",24,24,1174,849
"P25572",9,5,119,22
"Q07716",68,27,390,126
"Q05946",51,0,817,129
"Q02908",18,3,557,218
"P32462",19,9,438,288
"P40093",76,27,338,145
"P53261",13,11,605,197
"P53899",8,8,274,46
"P52593",86,53,1655,1070
"Q06630",10,0,226,87
"P87284",19,18,55,47
"Q12179",12,12,454,153
"P40469",19,18,1032,758
"Q03016",43,22,1276,298
"P16661",14,2,449,222
"P53332",68,18,305,103
"Q12377",22,15,434,322
"P40106",38,14,250,100
"P25371",28,12,1049,429
"P40468",27,24,2376,1357
"P47127",20,0,394,44
"P54964",44,22,269,85
"Q07897",22,15,291,78
"P36775",97,56,1133,458
"Q06677",13,13,668,256
"Q12241",20,20,283,166
"P24031",28,4,467,170
"P40991",91,16,618,159
"P69850",9,9,94,60
"Q07508",13,13,261,165
"P53281",15,3,241,29
"P09733",76,20,447,190
"Q12354",18,5,227,88
"P50108",33,1,393,99
"Q99383",40,2,534,55
"P42935",35,0,788,25
"P20604",11,1,311,99
"Q12038",18,0,1033,102
"P50085",54,10,310,161
"Q03103",49,27,563,272
"Q04235",13,6,462,151
"P34246",8,0,357,128
"Q02754",12,0,198,64
"Q12348",9,9,645,361
"Q04178",57,10,221,71
"P16892",33,21,353,130
"P36047",78,10,338,36
"P36160",30,18,344,61
"P41056",17,7,107,10
"P05744",17,7,107,10
"P50264",37,13,508,195
"Q02630",27,4,1113,105
"P20436",21,0,146,7
"P16664",31,2,663,115
"P14907",73,28,823,156
"P32898",23,14,989,464
"P19263",46,17,1082,363
"Q04430",13,13,367,129
"P32639",23,23,2163,942
"Q04062",59,48,393,286
"P52490",26,6,153,54
"Q05515",87,10,481,33
"P46681",32,0,530,181
"P23638",92,31,258,83
"P11938",60,8,827,208
"P47039",20,10,444,194
"P53183",40,5,348,165
"P40164",12,10,858,427
"Q12697",27,8,1472,524
"P38747",19,0,307,146
"P50278",19,10,321,96
"P37262",36,11,315,79
"P53973",20,11,706,247
"P36151",13,0,352,126
"P54000",23,0,292,19
"P40087",71,38,428,114
"P43123",58,31,477,180
"P35176",60,20,225,38
"P06787",70,45,147,85
"P32476",127,65,496,199
"P06100",15,11,191,66
"P32352",29,26,222,92
"Q12746",48,30,312,99
"P53839",37,16,350,123
"P40008",27,6,231,91
"P40066",15,0,365,3
"P53137",11,0,624,288
"P35732",45,2,738,67
"P07274",43,17,126,40
"P53039",29,17,248,139
"P25303",15,0,377,73
"P32771",38,6,386,117
"P47133",10,10,292,226
"P25847",78,37,964,462
"Q03102",36,0,365,110
"P53893",35,12,1110,373
"Q04013",82,61,314,242
"P38986",66,3,381,104
"P22213",37,13,666,250
"Q08144",10,10,397,188
"P52489",10,0,506,197
"P38779",32,17,376,97
"P38203",13,0,95,24
"P38853",25,3,1164,284
"P21734",27,4,215,82
"P23287",14,10,553,208
"Q05905",42,0,244,1
"P46680",120,0,615,NA
"P32472",34,0,135,10
"Q06449",15,10,215,30
"Q03782",9,0,492,182
"P32598",74,24,312,99
"P32319",30,0,1579,107
"P32178",48,36,256,155
"P14020",96,29,267,120
"P36008",150,84,412,175
"P42937",10,10,148,66
"P38692",42,0,1080,142
"P43582",38,0,211,NA
"P39011",17,15,633,433
"Q06179",12,0,2628,803
"P53008",30,12,833,289
"Q03761",12,0,539,183
"P38427",71,21,1098,342
"P11353",84,43,328,135
"Q08193",43,14,484,113
"P21524",100,27,888,374
"P04076",61,48,463,299
"P38337",13,13,142,89
"P47047",114,55,1073,451
"Q12199",15,0,356,48
"P32466",73,40,567,415
"P38065",38,17,1025,529
"Q04409",71,22,500,212
"Q12522",31,12,245,62
"P53169",8,5,641,416
"P53163",32,26,194,62
"Q03264",27,0,515,133
"P31334",32,3,269,27
"Q02793",40,0,397,8
"P46683",20,12,200,102
"P06777",48,12,1100,399
"P50861",70,31,169,79
"P40159",99,25,199,30
"P17883",47,39,1432,1015
"Q04600",32,18,565,169
"P35184",33,3,431,6
"P38698",23,0,397,175
"P36120",25,7,742,236
"P53691",155,67,371,161
"P32793",19,8,468,54
"P38325",26,23,134,99
"P22007",44,28,431,234
"Q12458",90,31,312,116
"P20424",70,30,541,219
"P53334",41,17,386,109
"P32794",49,27,780,312
"Q05567",55,21,589,296
"Q12029",69,43,327,210
"P00572",38,16,216,99
"P22147",128,60,1528,510
"P54003",19,2,302,138
"Q06408",127,55,635,254
"Q03778",17,0,218,38
"P38355",25,25,427,338
"P38968",162,27,1273,237
"P53009",15,15,804,384
"P15436",14,13,1097,409
"Q08230",15,14,162,77
"P46995",11,7,733,272
"P38627",117,62,578,236
"Q06624",59,41,347,149
"P53145",34,16,640,224
"P32332",32,22,324,241
"P13185",32,19,1064,189
"P32565",149,107,945,554
"P38081",34,5,501,215
"P14904",162,54,514,152
"P39729",74,15,369,116
"P09440",146,54,975,383
"P15274",71,34,810,291
"P49435",58,25,187,70
"P25343",20,20,265,209
"P0C268",14,8,59,31
"P25367",67,26,405,73
"P53889",103,14,259,51
"P53883",16,0,403,66
"Q06106",72,21,887,184
"Q12446",18,0,633,26
"P53136",28,0,463,15
"P40501",19,10,490,328
"Q99369",24,5,266,90
"Q12196",20,9,484,134
"P38234",61,25,210,88
"Q04603",14,14,196,71
"P00899",74,13,507,168
"P37012",95,12,569,204
"P40506",61,12,365,143
"P32445",49,0,135,10
"P40341",21,3,825,330
"P38230",36,6,334,106
"P23594",25,10,369,104
"P38804",11,1,111,33
"P41911",75,34,440,190
"P32791",22,15,686,367
"P11914",28,15,482,209
"Q08965",21,2,1183,226
"P15790",8,8,372,149
"P25491",96,23,409,76
"P20133",29,24,325,183
"P32901",7,7,601,375
"P42943",117,43,550,278
"Q06678",27,3,367,101
"P00410",30,3,251,98
"P36017",52,9,210,63
"Q06523",69,32,435,227
"P30619",42,24,724,290
"P06738",86,44,902,472
"P40471",52,16,297,154
"Q12017",18,3,286,103
"P36152",21,11,348,47
"Q06679",54,3,776,24
"Q08959",20,11,321,134
"P53303",59,20,486,111
"P53633",32,10,176,115
"P53111",47,11,347,167
"P43603",65,8,459,57
"P38930",24,16,258,96
"P41543",82,8,476,46
"P21147",58,29,510,267
"P39010",31,19,764,380
"P06785",85,23,304,102
"P42940",16,12,261,76
"Q04066",35,13,261,113
"P05373",28,13,342,134
"Q06010",43,10,1027,423
"P22217",65,25,103,43
"Q05029",72,40,724,369
"Q08601",31,13,432,145
"P39540",20,6,310,215
"P20433",47,34,221,93
"P29478",13,0,273,40
"P38130",25,21,404,136
"P38629",45,29,340,191
"P33416",147,64,811,433
"P38197",36,2,257,111
"Q03774",64,5,444,21
"Q05979",73,43,453,187
"P40457",17,17,1679,1359
"Q05123",19,13,467,163
"Q3E795",12,0,98,14
"P40098",34,13,244,79
"P47068",124,13,1157,45
"P32452",8,0,334,92
"P27614",133,39,576,199
"O13585",7,1,888,358
"P38113",15,0,351,106
"Q00416",8,5,2231,998
"P38070",10,0,525,138
"Q07505",52,14,273,91
"P38328",74,0,384,1
"P14832",127,16,162,25
"P40515",25,18,155,115
"P08456",10,2,276,147
"P25043",54,22,261,77
"P40088",22,7,404,254
"P39111",64,24,118,47
"Q12144",7,5,273,209
"Q99207",20,7,810,320
"Q06336",10,7,557,129
"P23201",23,23,1466,349
"P32857",18,0,523,251
"Q04217",27,10,1267,397
"P43593",78,15,499,176
"Q08645",57,32,548,251
"P29465",8,8,1165,397
"P39904",13,11,641,410
"P00830",278,112,511,194
