"id","num_amino_acids_in_sample","num_alpha_amino_acids_in_sample","numberofAA","num_aaa"
"P32419",20,13,343,147
"P80210",48,14,433,156
"P17883",12,12,1432,1015
"P38737",17,10,1868,1308
"P53075",16,16,577,355
"P08964",18,11,1928,1255
"P34087",13,0,171,21
"P04819",10,0,755,252
"P40897",12,3,799,478
"P40994",8,0,183,59
"P32381",29,2,391,175
"Q03330",10,10,439,171
"P43616",41,6,481,168
"P40099",27,6,211,65
"Q12453",41,36,761,322
"P40339",17,13,323,187
"P40010",26,8,520,155
"P36015",25,15,200,103
"P39954",39,26,449,190
"P38009",32,5,592,249
"P38286",18,6,347,190
"P43564",9,8,1073,392
"P53920",31,7,997,140
"P35691",20,0,167,52
"Q03280",21,18,3268,1687
"P40217",26,0,347,11
"P32263",29,13,286,163
"P25293",15,9,417,124
"Q03337",14,0,283,94
"P38712",7,0,501,186
"P25719",21,0,182,29
"P53114",14,9,1132,676
"O13535",21,0,1793,465
"P28495",11,5,268,94
"P32319",7,0,1579,107
"P38911",32,3,411,10
"P53332",10,10,305,103
"P43636",12,4,503,251
"P54964",17,0,269,85
"P53978",22,16,1044,533
"Q12363",44,12,437,29
"P40825",50,28,983,360
"Q04728",13,11,441,143
"P15496",23,0,288,78
"Q12241",20,20,283,166
"P21951",21,4,2222,856
"P22137",51,18,1653,983
"P23638",8,8,258,83
"Q04217",34,0,1267,397
"P36421",61,45,394,191
"Q06489",11,10,411,169
"P35177",12,10,1332,454
"P53137",20,0,624,288
"Q07979",12,0,502,193
"P16550",23,3,321,92
"P32784",31,0,759,328
"P48415",46,0,2195,266
"P41911",13,10,440,190
"Q99383",13,2,534,55
"P20604",11,1,311,99
"Q06451",25,2,622,394
"P37898",40,18,856,387
"Q03103",21,12,563,272
"Q05881",39,36,355,254
"Q02754",12,0,198,64
"P54781",10,10,538,285
"P32598",19,5,312,99
"P27692",23,2,1063,95
"P40327",36,29,437,180
"P04050",20,5,1733,621
"P52911",13,13,562,171
"P36160",28,9,344,61
"P41056",16,7,107,10
"P32447",13,0,279,11
"Q02630",39,4,1113,105
"Q03323",18,0,175,43
"P00924",35,12,437,181
"Q08977",8,8,551,341
"P06738",25,4,902,472
"P04806",18,13,485,205
"P20436",12,0,146,7
"P38081",8,8,501,215
"P00360",12,0,332,91
"P05626",15,12,244,177
"P13382",16,8,1468,430
"P15891",15,0,592,56
"P32857",10,0,523,251
"P38340",24,16,232,85
"P39522",19,13,585,236
"P25618",20,0,953,514
"P21243",11,5,252,95
"P07806",46,13,1104,468
"Q06679",11,0,776,24
"Q12496",27,22,1037,500
"P33416",9,0,811,433
"Q12189",16,10,258,91
"P41920",21,0,201,19
"P40970",32,5,561,223
"P35194",47,29,2493,1768
"P39105",11,4,664,242
"P39968",25,18,578,402
"P40495",11,11,371,162
"P04147",8,0,577,211
"P32368",24,3,623,209
"P47117",11,2,449,168
"P46367",25,11,519,195
"Q01217",20,14,863,290
"P07273",17,9,309,143
"P53144",23,13,215,149
"P47068",54,0,1157,45
"P16521",112,53,1044,533
"O13297",11,0,549,93
"Q02776",40,14,476,175
"P16603",11,3,691,236
"P47143",9,6,340,139
"P32599",14,1,642,352
"P27614",13,9,576,199
"P43590",28,0,535,182
"Q03690",20,11,1277,586
"P47116",24,0,818,120
"P09950",16,9,548,192
"Q03921",51,35,1698,1141
"P03965",72,7,1118,411
"P33767",9,0,430,78
"P07263",47,28,546,206
"Q08421",31,17,412,238
"P04807",28,20,486,209
"P00927",31,11,576,231
"P39976",27,11,496,179
"Q04409",21,4,500,212
"P42942",20,1,411,149
"P38820",15,4,440,175
"P12630",18,6,587,34
"P47133",10,10,292,226
"P09232",21,3,635,141
"Q02792",7,5,1006,348
"Q07551",13,3,312,120
"P38627",30,18,578,236
"P53893",11,0,1110,373
"P33775",34,4,817,367
"Q06336",19,0,557,129
"P07170",10,10,222,107
"Q12382",16,0,290,183
"P49167",15,3,78,18
"P32340",32,18,513,177
"P19882",29,19,572,285
"P38698",38,21,397,175
"Q12114",13,0,671,64
"P13298",57,19,226,93
"P32915",9,2,480,318
"P17649",20,10,471,180
"P14742",17,12,717,259
"P42937",10,10,148,66
"Q08220",30,19,491,201
"Q03761",12,0,539,183
"O14467",12,0,151,49
"P21524",11,0,888,374
"P36010",9,7,153,72
"Q07953",11,6,250,96
"Q12680",41,20,2145,797
"P21801",13,10,266,94
"P40579",20,12,254,133
"P50861",13,0,169,79
"P22515",40,5,1024,425
"P35184",18,3,431,6
"Q02785",38,17,1511,797
"P37302",22,18,537,151
"Q05567",19,5,589,296
"P28273",23,13,1286,420
"P10081",37,6,395,162
"P38998",18,2,373,137
"P11412",27,3,505,183
"P16387",35,17,420,162
"P07258",12,8,411,102
"P32568",9,0,1501,748
"Q06494",11,0,345,159
"P21965",36,21,375,127
"Q08199",11,11,421,209
"P51401",26,0,191,41
"P53095",13,6,428,155
"P40093",37,17,338,145
"Q06106",11,2,887,184
"P38137",26,8,543,149
"P52910",62,29,683,225
"P53871",15,0,357,91
"P18759",17,11,758,301
"P30771",24,3,971,287
"P47047",16,13,1073,451
"P12612",25,12,559,291
"P40202",18,0,249,24
"P25087",29,11,383,178
"P40340",29,0,1379,403
"P40066",19,0,365,3
"P49723",17,9,345,240
"P39538",18,4,1254,302
"P31116",23,4,359,151
"Q06214",11,0,492,22
"P15873",42,2,258,47
"P38249",45,32,964,628
"P16861",78,36,987,400
"Q99207",7,7,810,320
"P46989",9,0,271,67
"Q07896",11,11,663,349
"P47124",17,5,396,163
"P31383",46,37,635,495
"P32558",14,0,1035,304
"P60010",30,22,375,172
"P32178",10,9,256,155
"Q08818",25,7,692,446
"P14832",7,0,162,25
"P36006",37,8,1272,416
"Q06218",22,5,594,229
"P49017",27,2,307,126
"Q12285",11,5,212,57
"Q01476",28,7,1272,541
"Q12044",8,8,265,35
"P53010",8,8,1115,223
"P09880",25,11,827,292
"Q12500",11,5,764,214
"P32337",26,22,1089,848
"Q05788",13,4,311,107
"P32477",12,0,678,265
"P27472",20,16,705,327
"P38153",19,1,483,76
"Q06705",9,4,408,201
"P40462",55,17,946,407
"Q07878",48,0,3144,654
"P47075",50,32,721,330
"P25303",16,14,377,73
"P40024",24,11,610,242
"Q3E7A4",13,12,109,78
"P28274",23,9,579,228
"P19881",44,11,312,121
"P39958",8,4,451,165
"P38795",22,6,714,302
"P32074",33,14,935,500
"P32861",61,28,499,146
"P16474",49,43,682,249
"P42945",32,26,1769,1285
"Q12532",26,9,1038,333
"Q03558",58,18,400,145
"P40364",12,8,252,64
"Q05911",46,23,482,329
"P23641",60,54,311,239
"P32386",31,4,1661,952
"Q08745",18,5,105,39
"P19414",12,12,778,258
"P41811",42,19,889,172
"P47119",41,14,197,74
"P47123",13,0,218,49
"Q04432",24,13,237,88
"P00549",27,10,500,192
"P53549",15,14,437,190
"P32353",19,3,365,253
"Q03048",38,6,143,45
"P32639",16,0,2163,942
"P38821",46,7,490,137
"P17709",33,23,500,217
"P40069",42,38,1113,849
"P53067",9,9,1004,691
"P20424",12,2,541,219
"Q08581",21,0,821,461
"P39960",31,4,2167,809
"P46683",22,12,200,102
"P22434",24,14,369,106
"P53622",44,0,1201,324
"P35734",24,0,292,59
"P07284",50,30,462,198
"P32895",11,3,427,114
"P34216",53,2,1381,282
"P32565",10,0,945,554
"P38689",19,7,320,105
"Q02486",12,7,183,119
"P23615",23,15,1451,582
"P47096",50,5,177,25
"Q06631",17,17,534,169
"P40513",27,17,266,86
"P38074",16,5,348,90
"Q04305",11,11,513,113
"P28241",77,37,369,145
"Q00055",15,9,391,182
"P49095",8,8,1034,430
"P39676",71,26,399,184
"P25569",30,20,745,160
"P53261",41,20,605,197
"P47079",44,29,568,265
"P32449",13,4,370,130
"P05750",23,14,240,73
"Q07451",11,8,203,134
"P47103",12,8,393,157
"P06105",65,12,1222,476
"P09032",25,18,578,116
"P00425",9,9,151,76
"P52893",28,3,592,273
"P14540",43,28,359,178
"P38351",12,0,445,53
"P35179",8,7,80,55
"Q08972",62,26,1196,534
"P26321",18,5,297,122
"P25374",19,2,497,210
"P53723",7,7,404,172
"P38169",22,19,460,192
"P40506",22,17,365,143
"P38624",8,8,215,68
"Q12458",42,18,312,116
"P10592",20,20,639,251
"P26637",45,16,1090,506
"P09620",29,6,729,159
"P10356",16,15,443,173
"P17255",34,22,1071,357
"P31539",38,29,908,498
"Q12389",24,11,995,286
"Q01662",10,10,387,97
"P23254",93,27,680,293
"P32454",25,15,952,413
"P07264",31,4,779,260
"P25369",16,12,354,179
"P24276",50,0,1250,228
"P34760",14,2,196,67
"P54839",28,20,491,186
"P38205",61,35,684,209
"P41805",9,9,221,65
"P06102",21,0,836,234
"Q12429",18,0,685,200
"P38523",9,9,228,102
"Q05016",20,12,267,134
"P38811",16,9,3744,2560
"P43583",10,10,2143,1276
"P35207",14,1,1287,491
"P14904",26,0,514,152
"P38687",34,0,599,357
"P30624",49,14,700,261
"Q12032",11,8,185,128
"Q05905",13,0,244,1
"P46655",9,6,708,247
"P37838",10,9,685,167
"P15180",44,0,591,199
"P06844",25,0,337,157
"Q04067",8,0,274,35
"P00958",49,23,751,373
"P36775",31,19,1133,458
"P32582",15,1,507,206
"P10614",27,6,530,283
"P38934",39,35,470,321
"P53312",13,7,427,158
"P38199",12,3,381,125
"P15625",30,2,503,196
"P38777",21,9,243,99
"P28000",12,12,142,40
"P40150",27,0,613,246
"P32502",18,10,381,180
"Q12176",12,7,1025,394
"P35845",20,5,1188,268
"P22579",23,8,1536,472
"P40991",9,8,618,159
"Q02931",35,0,896,34
"P00815",43,24,799,324
"P00942",26,12,248,110
"P29295",37,3,494,149
"Q04322",38,32,720,348
"Q04458",21,14,532,235
"Q06706",83,17,1349,432
"P32614",12,0,470,174
"Q06497",35,28,328,244
"Q07938",11,1,337,100
"P38912",19,5,153,9
"P32481",16,0,527,91
"P39730",34,3,1002,287
"P32324",44,15,842,328
"P53295",18,9,368,121
"P47120",21,13,325,216
"P39007",28,27,718,430
"P26754",24,15,273,59
"Q3E772",13,9,92,66
"P08566",37,7,1588,696
"P38972",79,34,1358,448
"P47176",51,14,376,89
"P07259",190,73,2214,772
"P21264",26,14,571,224
"P38720",29,6,489,272
"P33734",67,28,552,173
"Q04304",14,0,227,94
"Q12754",43,18,1228,755
"P25443",41,11,254,75
"Q00955",110,37,2233,830
"Q03104",11,7,513,325
"P04456",12,2,142,31
"P33892",63,37,2672,2004
"P38088",33,15,690,236
"P39986",32,16,1215,541
"P00817",32,13,287,43
"Q04491",50,0,297,NA
"P21375",17,6,501,178
"P38858",13,13,249,102
"P00560",37,18,416,174
"P25619",22,0,332,200
"P38985",16,16,146,31
"Q03497",27,18,939,150
"Q08959",13,6,321,134
"P06169",50,19,563,242
"P38694",12,9,644,265
"Q12460",23,17,504,288
"P53852",22,11,767,391
"P46680",21,0,615,NA
"P47018",51,13,478,101
"P32499",54,0,720,50
"P32831",12,5,672,110
"P46672",12,0,376,87
"Q05518",12,0,499,24
"Q99247",12,0,1116,114
"Q99189",27,18,972,740
"P07256",34,19,457,202
"P32589",19,4,693,271
"P11938",25,10,827,208
"P53734",14,0,629,202
"Q05027",12,0,157,65
"P38115",20,2,344,122
"P25586",21,4,316,114
"P36114",109,56,725,460
"P16140",45,0,517,199
"P04801",34,13,734,263
"P41338",36,14,398,144
"P54837",13,0,211,88
"P00447",14,12,233,113
"P06776",14,0,526,304
"P04802",43,5,557,210
"P53883",40,5,403,66
"P09064",11,0,285,58
"Q07527",10,0,1436,880
"P38764",36,23,993,542
"P31412",7,0,392,190
"Q12019",50,22,4910,2424
"P31688",64,27,896,341
"P18899",14,12,430,33
"P49090",11,4,572,233
"P39993",42,19,1459,880
"P32471",39,3,206,57
"P39935",12,7,952,211
"P39985",20,18,1022,637
"P05694",20,4,767,372
"P00498",21,1,297,90
"P19097",86,35,1887,831
"P81450",9,7,59,33
"Q04697",21,5,403,195
"P09938",12,0,399,265
